Major,Class Name,Class Code,Instructor,Location,Days & Times
Geography,GEOG  110 - Introduction to Physical Geography,44214,David Lulka,Academic Hall 302,MoWe 4:00PM - 5:15PM
Geography,GEOG  350 - Environmental Geography,43240,Elizabeth Ridder,Soc & Behavioral Sci Bldg1108G,Mo 8:30AM - 11:20AM
Geography,GEOG  460 - Food Systems and Emerging Markets,40661,Greig Guthey,Soc & Behavioral Sci Bldg1108G,Fr 8:30AM - 11:20AM
Global Business Management,GBM  425 - International Business Management,41750,Paola Ometto,Markstein Hall 105,MoWe 12:30PM - 2:20PM
Global Business Management,GBM  425 - International Business Management,43818,Mark Monahan,Markstein Hall 103,Th 5:00PM - 8:50PM
History,HIST  384 - Women and Gender in the Middle East,40694,Patrick Adamiak,University Hall 441,Mo 5:30PM - 8:20PM
History,HIST  538 - Advanced Seminar in United States History,40549,Suzanna Krivulskaya,Markstein Hall 202,We 5:30PM - 8:20PM
History,HIST  591 - Advanced Seminar in World History,43156,Kimber Quinney,Academic Hall 315,Mo 5:30PM - 8:20PM
History,HIST  601 - The Philosophy and Practice of History,40535,Darel Engen,Markstein Hall 213,Tu 5:30PM - 8:20PM
History,HIST  620 - Directed Capstone Research | Writing | and Production,43158,Alyssa Sepinwall,Markstein Hall 208,Th 5:30PM - 8:20PM
Human Development,HD  101 - Introduction to Human Development Across the Lifespan,43691,Kelsey Jones,University Hall 101,Mo 7:30AM - 10:20AM
Human Development,HD  101 - Introduction to Human Development Across the Lifespan,43692,Tracy Hall,Science Hall II 243,Mo 4:00PM - 6:50PM
Human Development,HD  102 - Preparatory Skills for Human Development Majors,40498,Kathy Fuller,Academic Hall 302,Tu 4:00PM - 6:50PM
Human Development,HD  170-1 - ST: First-Year Seminar in Human Development,44208,Russ Neuhart,Academic Hall 205,Mo 12:30PM - 3:20PM
Human Development,HD  305 - Administration in Human Service Settings,40504,Teru Toyokawa,University Hall 101,We 10:30AM - 1:20PM
Human Development,HD  360 - Effective Counseling Interventions Across the Lifespan,43697,Sabrina Liu,University Hall 101,Th 2:30PM - 5:20PM
Human Development,HD  381 - Youth Violence: A Cultural and Interdisciplinary Understanding,43699,Travis Blunt,Soc & Behavioral Sci Bldg 2109,Th 5:30PM - 8:20PM
Human Development,HD  382 - Anti-Racism | Social Justice | and Human Development,40506,Rafael Hernandez,University Hall 101,Fr 9:30AM - 12:20PM
Human Development,HD  382 - Anti-Racism | Social Justice | and Human Development,40507,Kelsey Jones,University Hall 101,Mo 10:30AM - 1:20PM
Kinesiology,KINE  202 - Introduction to Kinesiology,44176,To be Announced,University Hall 237,Mo 9:30AM - 12:20PM
Kinesiology,KINE  202 - Introduction to Kinesiology,44177,To be Announced,University Hall 270,Tu 9:00AM - 11:50AM
Kinesiology,KINE  301 - Motor Control and Learning,40449,Megan Paterson,Markstein Hall 102,MoWe 11:30AM - 12:45PM
Kinesiology,KINE  301 - Motor Control and Learning,40453,Jessica Rodriguez,Markstein Hall 208,TuTh 2:30PM - 3:45PM
Kinesiology,KINE  301 - Motor Control and Learning,40515,Tumay Tunur,Markstein Hall 102,TuTh 9:00AM - 10:15AM
Kinesiology,KINE  305 - Movement Anatomy,40458,Laura Dill,Markstein Hall 102,MoWe 9:30AM - 10:45AM
Kinesiology,KINE  305 - Movement Anatomy,40462,Laura Dill,Markstein Hall 102,TuTh 2:30PM - 3:45PM
Kinesiology,KINE  305 - Movement Anatomy,40519,Tony Ordas,Markstein Hall 208,TuTh 9:00AM - 10:15AM
Kinesiology,KINE  305 - Movement Anatomy,43033,To be Announced,Markstein Hall 102,MoWe 5:30PM - 6:45PM
Kinesiology,KINE  305 - Movement Anatomy,43034,To be Announced,University Hall 257,Mo 2:30PM - 5:20PM
Kinesiology,KINE  305 - Movement Anatomy,43035,To be Announced,University Hall 257,We 2:30PM - 5:20PM
Kinesiology,KINE  305 - Movement Anatomy,43036,To be Announced,University Hall 257,Th 4:00PM - 6:50PM
Kinesiology,KINE  326 - Introductory Exercise Physiology,40473,Anthony Pinzone,Markstein Hall 102,MoWe 7:30AM - 8:45AM
Kinesiology,KINE  326 - Introductory Exercise Physiology,40475,Anthony Pinzone,Academic Hall 113 - Kine Lab,We 9:30AM - 12:20PM
Kinesiology,KINE  326 - Introductory Exercise Physiology,40477,Sean Newcomer,Markstein Hall 102,TuTh 1:00PM - 2:15PM
Kinesiology,KINE  326 - Introductory Exercise Physiology,43037,Anthony Pinzone,Kellogg Library 1106,TuTh 10:30AM - 11:45AM
Kinesiology,KINE  390-11 - ST: Human Anatomy and Physiology Principles and Applications - I,40494,Devin Jindrich,Academic Hall 304,TuTh 1:00PM - 2:15PM
Kinesiology,KINE  390-11 - ST: Human Anatomy and Physiology Principles and Applications - I,40495,Megan Paterson,Extended Learning Building 475,Tu 9:00AM - 11:50AM
Kinesiology,KINE  390-11 - ST: Human Anatomy and Physiology Principles and Applications - I,40496,Jessica Rodriguez,Extended Learning Building 475,We 9:30AM - 12:20PM
Kinesiology,KINE  390-11 - ST: Human Anatomy and Physiology Principles and Applications - I,40497,Megan Paterson,Extended Learning Building 475,Th 9:00AM - 11:50AM
Kinesiology,KINE  390-12 - ST: Human Anatomy and Physiology Principles and Applications - II,43087,Devin Jindrich,Kellogg Library 1111,TuTh 10:30AM - 11:45AM
Kinesiology,KINE  390-12 - ST: Human Anatomy and Physiology Principles and Applications - II,43088,To be Announced,Extended Learning Building 475,Tu 1:00PM - 3:50PM
Kinesiology,KINE  390-12 - ST: Human Anatomy and Physiology Principles and Applications - II,43089,To be Announced,Extended Learning Building 475,We 12:30PM - 3:20PM
Kinesiology,KINE  390-12 - ST: Human Anatomy and Physiology Principles and Applications - II,43090,To be Announced,Extended Learning Building 475,Th 1:00PM - 3:50PM
Kinesiology,KINE  390-14 - ST: Motor Control in Special Populations,44101,Osmar Pinto Neto,University Hall 237,Fr 7:30AM - 10:20AM
Kinesiology,KINE  425 - Bio-Mechanics of Human Movement,40401,Audrey Lee,Markstein Hall 208,TuTh 1:00PM - 2:15PM
Kinesiology,KINE  425 - Bio-Mechanics of Human Movement,43055,Audrey Lee,Markstein Hall 102,MoWe 4:00PM - 5:15PM
Kinesiology,KINE  425 - Bio-Mechanics of Human Movement,43058,To be Announced,University Hall 260,Th 11:30AM - 2:20PM
Kinesiology,KINE  501 - Advanced Motor Control,43107,Brian Green,University Hall 270,Tu 4:00PM - 6:50PM
Kinesiology,KINE  501 - Advanced Motor Control,43109,Brian Green,University Hall 240,Th 4:00PM - 6:50PM
Kinesiology,KINE  502 - Research Methods,40273,Richard Armenta,Markstein Hall 310,TuTh 2:30PM - 3:45PM
Liberal Studies,LBST  100 - An Introduction to Critical Education,43798,Rachael McGlaston Espinoza,Soc & Behavioral Sci Bldg 1111,MoWe 5:30PM - 6:45PM
Liberal Studies,LBST  361 - The Social Construction of Science,43735,Rachael McGlaston Espinoza,Soc & Behavioral Sci Bldg 1105,We 11:30AM - 2:20PM
Linguistics,LING  300 - Linguistics in the Classroom,40711,Heidi Waltz,Science Hall II 243,We 5:30PM - 8:20PM
Linguistics,LING  321 - Introduction to Syntax,41470,Grant Muagututia,Soc & Behavioral Sci Bldg 1105,TuTh 10:30AM - 11:45AM
Literature & Writing Studies,LTWR  300B - Literary Theory and Criticism II,40727,Natalie Wilson,Soc & Behavioral Sci Bldg 1105,TuTh 9:00AM - 10:15AM
Literature & Writing Studies,LTWR  307 - Workshop in Writing Literary Analysis,40723,Cynthia Headley,Markstein Hall 303,MoWe 2:30PM - 3:45PM
Literature & Writing Studies,LTWR  425 - Creative Writing Workshop 2,40725,Francesco Levato,Markstein Hall 303,TuTh 4:00PM - 5:15PM
Literature & Writing Studies,LTWR  450 - Comparative American Ethnic Literature,42924,Natalie Wilson,Soc & Behavioral Sci Bldg 1111,TuTh 2:30PM - 3:45PM
Literature & Writing Studies,LTWR  545 - Advanced Creative Writing,42925,Francesco Levato,Markstein Hall 303,Th 5:30PM - 8:20PM
Literature & Writing Studies,LTWR  600 - Research and Critical Methodology,40550,Oliver Berghof,Academic Hall 407,Tu 4:00PM - 6:50PM
Literature & Writing Studies,LTWR  602B - Composition Practices,40536,Cynthia Headley,Markstein Hall 303,Mo 4:00PM - 6:50PM
Management,MGMT  302 - Foundations of Organizational Behavior,41800,Luciana Simion,Markstein Hall 125,Mo 6:30PM - 8:20PM
Management,MGMT  302 - Foundations of Organizational Behavior,43940,David Berry,Mt San Jacinto College 219,Fr 12:30PM - 2:20PM
Management,MGMT  305 - Organizational Behavior,41752,Kimberly McCarthy,Kellogg Library 5102,MoWe 10:30AM - 12:20PM
Management,MGMT  420 - Personnel Selection and Appraisal,41758,Vanessa Shum,Markstein Hall 103,MoWe 10:30AM - 12:20PM
Management,MGMT  422 - Training and Development,43820,Yasuko Shirakawa,Markstein Hall 105,Tu 7:00PM - 8:50PM
Management,MGMT  432 - In The Executive&#039;s Chair,41754,Rajnandini (Raj) Pillai | David Berry,Markstein Hall 125,Tu 10:00AM - 11:50AM
Management,MGMT  452 - Leadership in Organizations,41756,Jeffrey Kohles,Markstein Hall 105,TuTh 10:00AM - 11:50AM
Management,MGMT  452 - Leadership in Organizations,41853,Jeffrey Kohles,Markstein Hall 105,TuTh 1:00PM - 2:50PM
Management,MGMT  461 - Management in Different Cultures,41820,Luciana Simion,Markstein Hall 103,MoWe 2:30PM - 4:20PM
Management,MGMT  461 - Management in Different Cultures,41821,Mark Monahan,Markstein Hall 105,MoWe 8:30AM - 10:20AM
Management,MGMT  604 - Organizational Behavior and Human Resource Management,43244,Emily Tarr | Quynh Pham,Markstein Hall 104,TuTh 5:30PM - 8:15PM
Management,MGMT  606 - Managing the Sustainable Enterprise,43331,To be Announced | Catalin Ratiu,Markstein Hall 104 | Markstein Hall 208,Th 5:30PM - 8:15PM | Tu 5:30PM - 8:15PM | TuTh 5:30PM - 8:15PM
Management Information Sys,MIS  302 - Foundations of Management Information Systems,41840,Blair Baker,Markstein Hall 304,Tu 8:00AM - 9:50AM
Management Information Sys,MIS  302 - Foundations of Management Information Systems,41861,Pari Sebt,Markstein Hall 304,Fr 8:30AM - 10:20AM
Management Information Sys,MIS  302 - Foundations of Management Information Systems,43726,To be Announced,Mt San Jacinto College 219,We 4:30PM - 6:20PM
Management Information Sys,MIS  304 - Principles of Management Information Systems,41843,Fang Fang,Markstein Hall 304,TuTh 10:00AM - 11:50AM
Management Information Sys,MIS  304 - Principles of Management Information Systems,43079,Yubo Fu,Kellogg Library 5102,MoWe 2:30PM - 4:20PM
Marketing,MKTG  305 - Principles of Marketing,41806,Rebeca Perren,Markstein Hall 202,MoWe 12:30PM - 2:20PM
Marketing,MKTG  305 - Principles of Marketing,42841,Abigail Nappier Cherup,Markstein Hall 202,TuTh 1:00PM - 2:50PM
Marketing,MKTG  442 - Marketing Research,43096,Angela Yi,Markstein Hall 306,TuTh 1:00PM - 2:50PM
Marketing,MKTG  458 - Marketing Analytics,41812,To be Announced,Kellogg Library 5102,TuTh 5:00PM - 6:50PM
Marketing,MKTG  462A - Marketing Internship A,41868,Carolina Rodriguez,Markstein Hall 306,Fr 8:30AM - 10:20AM
Marketing,MKTG  462B - Marketing Internship B,41867,Carolina Rodriguez,Markstein Hall 306,Fr 8:30AM - 10:20AM
Marketing,MKTG  602 - Marketing Management,43329,Marcus Wardley,Markstein Hall 104,TuTh 5:30PM - 8:15PM
Mathematics,MATH  100 - Mathematical Ideas,42379,Mary Ann De Guzman,Markstein Hall 106,MoWeFr 9:30AM - 10:20AM
Mathematics,MATH  100 - Mathematical Ideas,42489,Mary Ann De Guzman,Markstein Hall 106,MoWeFr 10:30AM - 11:20AM
Mathematics,MATH  100 - Mathematical Ideas,42490,Jayson Wiestling,Markstein Hall 106,MoWeFr 11:30AM - 12:20PM
Mathematics,MATH  100 - Mathematical Ideas,42753,Hanson Smith,Markstein Hall 106,TuTh 9:00AM - 10:15AM
Mathematics,MATH  105 - Supported College Algebra,40017,Fernando Manuel Diego Jordan,Academic Hall 405 | Academic Hall 411A,WeFr 9:30AM - 10:20AM | MoWeFr 7:30AM - 8:20AM
Mathematics,MATH  105 - Supported College Algebra,42874,Tracey Cook,University Hall 440 | University Hall 439,WeFr 8:30AM - 9:20AM | MoWeFr 7:30AM - 8:20AM
Mathematics,MATH  105 - Supported College Algebra,42875,Tracey Cook,University Hall 440 | University Hall 439*,WeFr 9:30AM - 10:20AM | MoWeFr 7:30AM - 8:20AM
Mathematics,MATH  105 - Supported College Algebra,40031,Antonio Rodriguez Ramos,University Hall 271 | University Hall 439*,WeFr 10:30AM - 11:20AM | MoWeFr 8:30AM - 9:20AM
Mathematics,MATH  105 - Supported College Algebra,40040,To be Announced,University Hall 440 | University Hall 439,WeFr 2:30PM - 3:20PM | MoWeFr 1:30PM - 2:20PM
Mathematics,MATH  105 - Supported College Algebra,42876,Isabelle Stepler,Markstein Hall 310 | Markstein Hall 210,WeFr 8:30AM - 9:20AM | MoWeFr 7:30AM - 8:20AM
Mathematics,MATH  105 - Supported College Algebra,40045,To be Announced,Markstein Hall 310 | Markstein Hall 210,WeFr 11:30AM - 12:20PM | MoWeFr 9:30AM - 10:20AM
Mathematics,MATH  105 - Supported College Algebra,44164,Branndon Mariscal,Academic Hall 209 | Kellogg Library 1104,WeFr 9:30AM - 10:20AM | MoWeFr 8:30AM - 9:20AM
Mathematics,MATH  115 - College Algebra,44163,To be Announced,Markstein Hall 210,TuTh 2:30PM - 3:45PM
Mathematics,MATH  125 - Pre-Calculus,42545,Bhavisha Talsania,Academic Hall 305,TuTh 2:30PM - 3:45PM
Mathematics,MATH  125 - Pre-Calculus,42547,Bhavisha Talsania,Academic Hall 406,Tu 5:00PM - 5:50PM
Mathematics,MATH  125 - Pre-Calculus,42575,Min Young Hong,Academic Hall 305,TuTh 4:00PM - 5:15PM
Mathematics,MATH  125 - Pre-Calculus,42576,Min Young Hong,Academic Hall 406,Tu 2:00PM - 2:50PM
Mathematics,MATH  125 - Pre-Calculus,42758,Alicia Pena,Academic Hall 406,Th 3:00PM - 3:50PM
Mathematics,MATH  132 - Survey of Calculus,42584,Hien Nguyen,Academic Hall 319,MoWe 4:00PM - 5:15PM
Mathematics,MATH  132 - Survey of Calculus,42746,Olaf Hansen,Academic Hall 319,TuTh 1:00PM - 2:15PM
Mathematics,MATH  132 - Survey of Calculus,42748,To be Announced,Academic Hall 319,TuTh 4:00PM - 5:15PM
Mathematics,MATH  132 - Survey of Calculus,42749,Min Young Hong,Academic Hall 319,TuTh 5:30PM - 6:45PM
Mathematics,MATH  150 - Calculus for the Life Sciences,42962,Iryna Razhkova,University Hall 439,TuTh 1:00PM - 2:15PM
Mathematics,MATH  150 - Calculus for the Life Sciences,42966,Iryna Razhkova,University Hall 439,TuTh 2:30PM - 3:45PM
Mathematics,MATH  160 - Calculus with Applications | I,42373,Heydar Zahedani,Academic Hall 305,MoWeFr 9:30AM - 10:20AM
Mathematics,MATH  160 - Calculus with Applications | I,42376,Heydar Zahedani,Academic Hall 406,Fr 12:30PM - 2:20PM
Mathematics,MATH  160W - Calculus with Applications I Workshop,42767,To be Announced,Academic Hall 406,We 10:30AM - 12:20PM
Mathematics,MATH  160W - Calculus with Applications I Workshop,42992,To be Announced,Academic Hall 406,Th 10:00AM - 11:50AM
Mathematics,MATH  162 - Calculus with Applications | II,42549,Fazel Hadadifard,Academic Hall 404,Mo 8:30AM - 10:20AM
Mathematics,MATH  162 - Calculus with Applications | II,42564,Fazel Hadadifard,Academic Hall 404,We 8:30AM - 10:20AM
Mathematics,MATH  162 - Calculus with Applications | II,42550,Mary Ann De Guzman,Academic Hall 404,Mo 4:30PM - 6:20PM
Mathematics,MATH  162 - Calculus with Applications | II,42563,Mary Ann De Guzman,Academic Hall 404,We 4:30PM - 6:20PM
Mathematics,MATH  162 - Calculus with Applications | II,42442,Jason Swalwell,Academic Hall 404,Tu 8:00AM - 9:50AM
Mathematics,MATH  162 - Calculus with Applications | II,42443,Jason Swalwell,Academic Hall 404,Th 8:00AM - 9:50AM
Mathematics,MATH  185-3 - ST: How to be a Mathematician,42954,Shahed Sharif,Commons 206,TuTh 2:30PM - 3:45PM
Mathematics,MATH  200 - Mathematical Statistics for Nursing,42392,Shelly Ruderman,Academic Hall 319,MoWe 5:30PM - 6:45PM
Mathematics,MATH  212 - Mathematics for K-8 Teachers II: Geometry | Measurement | and Reasoning,42366,Karen Kinnison,Markstein Hall 210,TuTh 9:00AM - 10:15AM
Mathematics,MATH  242 - Introduction to Statistics,42974,Joshua Lovelace,Markstein Hall 210,MoWe 5:30PM - 6:45PM
Mathematics,MATH  242 - Introduction to Statistics,42562,David Chien,University Hall 439,TuTh 9:00AM - 10:15AM
Mathematics,MATH  260A - Multivariable Integration,42764,Sixian Jin,Academic Hall 404,Tu 3:00PM - 4:50PM
Mathematics,MATH  270 - Basic Discrete Mathematics,42751,Jason Swalwell,Markstein Hall 106,MoWeFr 12:30PM - 1:20PM
Mathematics,MATH  270 - Basic Discrete Mathematics,42752,Jason Swalwell,Markstein Hall 106,MoWeFr 1:30PM - 2:20PM
Mathematics,MATH  311 - Mathematics for K-8 Teachers III: Algebra | Probability | Statistics | and Data Analysis,42509,Mohamed El-Ansary,Academic Hall 305,Fr 12:30PM - 3:20PM
Mathematics,MATH  330 - Introduction to the History of Mathematics,42367,Andre Kundgen,Markstein Hall 106,MoWe 5:30PM - 6:45PM
Mathematics,MATH  342 - Probability and Statistics for Engineers and Scientists,42731,David Chien,Markstein Hall 210,TuTh 1:00PM - 2:15PM
Mathematics,MATH  346 - Mathematical Methods for Engineering and Physics,44038,Shahed Sharif,University Hall 439,TuTh 5:30PM - 6:45PM
Mathematics,MATH  378 - Number Systems,42394,Kimberly Ayers,Markstein Hall 106,TuTh 1:00PM - 2:15PM
Mathematics,MATH  430 - Foundations of Analysis,42395,Mike Picollelli,Commons 206,MoWe 4:00PM - 5:15PM
Mathematics,MATH  441 - Introduction to Probability,42445,Olaf Hansen,Commons 206,TuTh 10:30AM - 11:45AM
Mathematics,MATH  442 - Introduction to Mathematical Statistics,42958,David Chien,Academic Hall 411A,TuTh 10:30AM - 11:45AM
Mathematics,MATH  464 - Numerical Analysis and Computing,42952,Olaf Hansen,Commons 206,TuTh 9:00AM - 10:15AM
Mathematics,MATH  470 - Introduction to Abstract Algebra,42396,Hanson Smith,Commons 206,TuTh 4:00PM - 5:15PM
Mathematics,MATH  472 - Introduction to Graph Theory,42950,Andre Kundgen,Commons 206,MoWe 2:30PM - 3:45PM
Mathematics,MATH  520 - Algebra,42955,Hanson Smith,Commons 206,TuTh 5:30PM - 6:45PM
Mathematics,MATH  570 - Introduction to Stochastic Processes,42951,Amber Puha,Commons 206,MoWe 5:30PM - 6:45PM
Media Studies,MDIA  301 - Media Theory,40735,Joonseong Lee,Academic Hall 408,MoWe 5:30PM - 6:45PM
Media Studies,MDIA  303 - Histories of Media Technologies,41592,Matthew Dewey,Kellogg Library 1111,TuTh 5:30PM - 6:45PM
Media Studies,MDIA  304 - Global Media,40736,Cecilia Uy-Tioco,University Hall 443,We 4:00PM - 6:50PM
Media Studies,MDIA  366 - Mobile Media Cultures,43711,Cecilia Uy-Tioco,Academic Hall 301,Tu 2:30PM - 5:20PM
Media Studies,MDIA  462 - Media and Politics,41500,Matthew Dewey,Academic Hall 301,Th 2:30PM - 5:20PM
Military Science,MILS   96 - Military Science Leadership Lab,41818,Mitchell Curtis,OFF CAMPUS,Th 6:30AM - 9:30AM
Military Science,MILS  101 - Introduction to Leadership I,41772,Mitchell Curtis,Markstein Hall 307,Tu 6:30AM - 8:50AM
Military Science,MILS  201 - Foundations of Leadership I,41773,Mitchell Curtis,University Hall 271,We 4:00PM - 6:50PM
Military Science,MILS  301 - Military Decision-Making Process,41774,Mitchell Curtis,Markstein Hall 309,Tu 6:30AM - 8:50AM
Military Science,MILS  401 - Developmental Leadership,41775,Mitchell Curtis,OFF CAMPUS,Tu 6:30AM - 8:50AM
Music,MUSC  146 - Intermediate Piano,41222,Dana Burnett,ACD 104 - Piano Music Lab,TuTh 10:30AM - 11:45AM
Music,MUSC  194 - University Choir,43931,Aaron Humble,Arts Building 111,TuTh 4:00PM - 5:15PM
Music,MUSC  197 - University Symphonic Band,43932,Eric Weirather,Arts Building 111,We 5:30PM - 8:20PM
Music,MUSC  201 - Music Theory III,40752,Seth Shafer,ACD 104 - Piano Music Lab,MoWeFr 10:00AM - 10:50AM
Music,MUSC  210 - Introduction to Music Technology,41345,Seth Shafer,ACD 104 - Piano Music Lab,MoWeFr 11:00AM - 11:50AM
Music,MUSC  306 - Studio Composition,44004,Mtafiti Imara,ACD 104 - Piano Music Lab,MoWe 4:00PM - 5:15PM
Music,MUSC  311 - Advanced Recording Techniques,43895,Seth Shafer,ACD 104 - Piano Music Lab,MoWe 1:30PM - 2:20PM
Music,MUSC  311 - Advanced Recording Techniques,43955,Seth Shafer,Arts Building 177,MoWe 2:30PM - 3:20PM
Music,MUSC  350 - Learning Through the Arts: Music | Theater | Visual Arts,43896,Zack King,Arts Building 111,We 8:30AM - 11:20AM
Music,MUSC  394 - University Choir,43898,Aaron Humble,Arts Building 111,TuTh 4:00PM - 5:15PM
Music,MUSC  397 - University Symphonic Band,43899,Eric Weirather,Arts Building 111,We 5:30PM - 8:20PM
Nursing,NURS  200 - Introduction to Nursing Practice,40341,Heather Mallon,University Hall 100,Mo 8:00AM - 11:50AM
Nursing,NURS  204 - Introduction to Professionalism in Nursing Practice,40512,Joanna Lynch,University Hall 100,Mo 12:30PM - 2:20PM
Nursing,NURS  210 - Nursing Communication and Assessment,40348,Joanna Lynch,University Hall 100,Mo 2:30PM - 4:20PM
Nursing,NURS  212B - Pathophysiology and Pharmacology of Nursing Practice II,40349,Samira Caballero,University Hall 100,We 8:00AM - 9:50AM
Nursing,NURS  222 - Nursing Care of Adults II,40350,Judy Ruvalcaba,University Hall 100,We 10:00AM - 11:50AM
Nursing,NURS  370 - Health Promotion and Patient Education Strategies,40361,Ann Marie Uetz,University Hall 100,We 12:30PM - 2:20PM
Nursing,NURS  504 - Advanced Pathophysiology,42843,To be Announced,University Hall 100,Tu 9:00AM - 11:50AM
Nursing,NURS  710 - Introduction to Advanced Nursing Roles,42883,To be Announced,University Hall 100 | UNIV 343 - Nursing Exclusive U | Asynchronous Virtual Instr,Fr 3:30PM - 5:20PM | FrSa 12:00AM - 12:00AM
Nursing,NURS  712 - Leadership and Healthcare Organizational Change,42844,To be Announced,University Hall 100 | UNIV 343 - Nursing Exclusive U | Asynchronous Virtual Instr,Sa 1:00PM - 3:20PM | Fr 9:00AM - 12:20PM | FrSa 12:00AM - 12:00AM
Nursing,NURS  714 - Evidence Based Inquiry,42880,To be Announced,University Hall 100 | UNIV 343 - Nursing Exclusive U | Asynchronous Virtual Instr,Sa 9:00AM - 12:20PM | Fr 1:00PM - 3:20PM | FrSa 12:00AM - 12:00AM
Operations Management,OM  302 - Foundations of Operations Management,41768,Robert Showghi,Academic Hall 102,Mo 6:30PM - 8:20PM
Operations Management,OM  302 - Foundations of Operations Management,41771,Hedayat Alibeiki | Matthew Tasooji,Academic Hall 102,We 2:30PM - 4:20PM
Operations Management,OM  302 - Foundations of Operations Management,41807,Hedayat Alibeiki,Academic Hall 102,We 4:30PM - 6:20PM
Operations Management,OM  302 - Foundations of Operations Management,43728,To be Announced,Mt San Jacinto College 219,Fr 10:30AM - 12:20PM
Operations Management,OM  305 - Operations Management,41767,Bahar Viniche,Markstein Hall 305,TuTh 1:00PM - 2:50PM
Operations Management,OM  602 - Operations and Supply Chain Management Essentials,43330,Hedayat Alibeiki | Matthew Tasooji,Markstein Hall 104,MoWe 5:30PM - 8:15PM
Physics,PHYS  100 - Introduction to Being a Physicist,42518,Stephen Tsui,Science Hall II 202,We 9:30AM - 10:20AM
Physics,PHYS  101 - Introduction to Physics I,42436,To be Announced,Science Hall II 245,Th 7:30AM - 10:20AM
Physics,PHYS  101 - Introduction to Physics I,43476,Suzanne Montgomery,Mtg Time/Place To Be Determine,Mo 5:30PM - 8:20PM
Physics,PHYS  101 - Introduction to Physics I,43477,To be Announced,Mtg Time/Place To Be Determine,Th 5:30PM - 8:20PM
Physics,PHYS  102 - Introduction to Physics II,42398,Chong Kim,Science Hall II 242,TuTh 10:30AM - 11:45AM
Physics,PHYS  102 - Introduction to Physics II,42432,Suzanne Montgomery,Science Hall II 245,Tu 1:00PM - 3:50PM
Physics,PHYS  201 - Physics of Mechanics and Sound,42410,Edward Price | Stephen Tsui,Science Hall II 242,MoWeFr 12:30PM - 1:20PM
Physics,PHYS  202 - Physics of Electromagnetism and Optics,42399,Suzanne Montgomery,Science Hall II 242,MoWeFr 8:30AM - 9:20AM
Physics,PHYS  202 - Physics of Electromagnetism and Optics,42429,Michael Burin,Science Hall II 245,Mo 11:30AM - 2:20PM
Physics,PHYS  270 - Introduction to Computational Physics,42725,Jim Means,Synchronous Virtual Instr,Mo 5:30PM - 7:20PM
Physics,PHYS  270 - Introduction to Computational Physics,42766,Jim Means,Science Hall II 202,We 5:30PM - 7:20PM
Physics,PHYS  323 - Quantum Physics,42402,Justin Perron,Science Hall II 251,TuTh 1:00PM - 2:15PM
Physics,PHYS  422 - Applied Solid State Physics,42428,Stephen Tsui,Science Hall II 251,MoWe 4:00PM - 5:15PM
Physics,PHYS  442 - Physical and Geometric Optics,43018,Suzanne Montgomery,Science Hall II 251,Tu 10:00AM - 11:50AM
Physics,PHYS  442 - Physical and Geometric Optics,43958,Suzanne Montgomery,Science Hall II 251,Th 10:00AM - 11:50AM
Political Science,PSCI  350 - Global Governance,40800,Roni Kay O'Dell,Academic Hall 308,MoWeFr 8:30AM - 9:20AM
Psychology,PSYC  100 - Introduction to Psychology,44160,Carrick Williams,Soc & Behavioral Sci Bldg 3127,We 2:30PM - 5:20PM
Psychology,PSYC  230 - Research Methods in Psychology,40874,Ruben Hernandez,Soc & Behavioral Sci Bldg 1101,Mo 5:30PM - 7:20PM
Psychology,PSYC  230 - Research Methods in Psychology,40875,Ruben Hernandez,Soc & Behavioral Sci Bldg 1101,We 5:30PM - 8:20PM
Psychology,PSYC  231 - Psychology Research Methods Laboratory,41135,Michelle Vogel Trautt,Soc & Behavioral Sci Bldg 1206,We 9:30AM - 12:20PM
Psychology,PSYC  231 - Psychology Research Methods Laboratory,41414,Holly Gilzow,Soc & Behavioral Sci Bldg 2107,Fr 8:30AM - 11:20AM
Psychology,PSYC  328 - Developmental Psychopathology,41352,Lisa Taylor,Soc & Behavioral Sci Bldg 1101,Fr 8:30AM - 11:20AM
Psychology,PSYC  328 - Developmental Psychopathology,43175,Lisa Taylor,Soc & Behavioral Sci Bldg 2107,Fr 11:30AM - 2:20PM
Psychology,PSYC  331 - Infancy and Childhood: Theories and Research Study,40882,Janice Phung,Academic Hall 411B,Mo 8:30AM - 11:20AM
Psychology,PSYC  331 - Infancy and Childhood: Theories and Research Study,40911,Janice Phung,Academic Hall 205,We 8:30AM - 11:20AM
Psychology,PSYC  331 - Infancy and Childhood: Theories and Research Study,41353,Heather Jaffe,Soc & Behavioral Sci Bldg 1111,Mo 8:30AM - 11:20AM
Psychology,PSYC  332 - Social Psychology,41574,Jarryd Willis,Academic Hall 411B,Th 5:30PM - 8:20PM
Psychology,PSYC  346 - Principles of Behavior Change,43182,Kathie Sweeten,Kellogg Library 1111,Mo 7:30AM - 10:20AM
Psychology,PSYC  348 - Developmental Psychology: Adolescence,40852,Barbara Mcpherson,Soc & Behavioral Sci Bldg 1101,TuTh 7:30AM - 8:45AM
Psychology,PSYC  349 - Adolescence: Theories and Research,41357,Heather Jaffe,Academic Hall 411B,Fr 9:30AM - 12:20PM
