Major,Class Name,Class Code,Instructor,Location,Days & Times
Geography,GEOG  201 - World Regional Geography,41322,Greig Guthey,Soc & Behavioral Sci Bldg 1105,TuTh 7:30AM - 8:45AM
Geography,GEOG  201 - World Regional Geography,41463,Scott Munroe,Soc & Behavioral Sci Bldg1108G,TuTh 5:30PM - 6:45PM
Geography,GEOG  201 - World Regional Geography,43240,Elizabeth Ridder,Soc & Behavioral Sci Bldg1108G,Mo 8:30AM - 11:20AM
Geography,GEOG  201 - World Regional Geography,40661,Greig Guthey,Soc & Behavioral Sci Bldg1108G,Fr 8:30AM - 11:20AM
Global Business Management,GBM  425 - International Business Management,41750,Paola Ometto,Markstein Hall 105,MoWe 12:30PM - 2:20PM
Global Business Management,GBM  425 - International Business Management,43818,Mark Monahan,Markstein Hall 103,Th 5:00PM - 8:50PM
Global Studies,GBST  300 - Perspectives in Globalization,41347,Dino Bozonelos,Academic Hall 308,MoWeFr 12:30PM - 1:20PM
Graduate Thesis,GRAD  699 - Graduate Standing Continuation,43419,To be Announced,Asynchronous Virtual Instr,TBA
Graduate Thesis,GRAD  699 - Graduate Standing Continuation,43420,To be Announced,Asynchronous Virtual Instr,TBA
Graduate Thesis,GRAD  699 - Graduate Standing Continuation,43421,To be Announced,Asynchronous Virtual Instr,TBA
Graduate Thesis,GRAD  699 - Graduate Standing Continuation,43422,To be Announced,Asynchronous Virtual Instr,TBA
Graduate Thesis,GRAD  699 - Graduate Standing Continuation,43423,To be Announced,Asynchronous Virtual Instr,TBA
Graduate Thesis,GRAD  699 - Graduate Standing Continuation,43424,To be Announced,Asynchronous Virtual Instr,TBA
Graduate Thesis,GRAD  699 - Graduate Standing Continuation,43425,To be Announced,Asynchronous Virtual Instr,TBA
Graduate Thesis,GRAD  699 - Graduate Standing Continuation,43426,To be Announced,Asynchronous Virtual Instr,TBA
Graduate Thesis,GRAD  699 - Graduate Standing Continuation,43427,To be Announced,Asynchronous Virtual Instr,TBA
Graduate Thesis,GRAD  699 - Graduate Standing Continuation,43428,To be Announced,Asynchronous Virtual Instr,TBA
Graduate Thesis,GRAD  699 - Graduate Standing Continuation,43429,To be Announced,Asynchronous Virtual Instr,TBA
Graduate Thesis,GRAD  699 - Graduate Standing Continuation,43430,To be Announced,Asynchronous Virtual Instr,TBA
Graduate Thesis,GRAD  699 - Graduate Standing Continuation,43431,To be Announced,Asynchronous Virtual Instr,TBA
Graduate Thesis,GRAD  699 - Graduate Standing Continuation,43432,To be Announced,Asynchronous Virtual Instr,TBA
Graduate Thesis,GRAD  699 - Graduate Standing Continuation,43433,To be Announced,Asynchronous Virtual Instr,TBA
Graduate Thesis,GRAD  699 - Graduate Standing Continuation,43434,To be Announced,Asynchronous Virtual Instr,TBA
Graduate Thesis,GRAD  699 - Graduate Standing Continuation,43435,To be Announced,Asynchronous Virtual Instr,TBA
History,HIST  101 - World Civilizations to 1500,43112,Patrick Adamiak,Markstein Hall 214,TuTh 7:00PM - 8:15PM
History,HIST  101 - World Civilizations to 1500,44172,David Williams,Markstein Hall 214,MoWeFr 7:30AM - 8:20AM
History,HIST  101 - World Civilizations to 1500,43857,To be Announced,Markstein Hall 301,MoWeFr 8:30AM - 9:20AM
History,HIST  101 - World Civilizations to 1500,44168,Andy Strathman,Markstein Hall 301,MoWeFr 1:30PM - 2:20PM
History,HIST  101 - World Civilizations to 1500,40549,Suzanna Krivulskaya,Markstein Hall 202,We 5:30PM - 8:20PM
History,HIST  101 - World Civilizations to 1500,43156,Kimber Quinney,Academic Hall 315,Mo 5:30PM - 8:20PM
History,HIST  101 - World Civilizations to 1500,40535,Darel Engen,Markstein Hall 213,Tu 5:30PM - 8:20PM
History,HIST  101 - World Civilizations to 1500,43158,Alyssa Sepinwall,Markstein Hall 208,Th 5:30PM - 8:20PM
Human Development,HD  101 - Introduction to Human Development Across the Lifespan,43691,Kelsey Jones,University Hall 101,Mo 7:30AM - 10:20AM
Human Development,HD  101 - Introduction to Human Development Across the Lifespan,43692,Tracy Hall,Science Hall II 243,Mo 4:00PM - 6:50PM
Human Development,HD  101 - Introduction to Human Development Across the Lifespan,40498,Kathy Fuller,Academic Hall 302,Tu 4:00PM - 6:50PM
Human Development,HD  101 - Introduction to Human Development Across the Lifespan,43689,Tracy Hall,Asynchronous Virtual Instr,TBA
Human Development,HD  101 - Introduction to Human Development Across the Lifespan,40504,Teru Toyokawa,University Hall 101,We 10:30AM - 1:20PM
Human Development,HD  101 - Introduction to Human Development Across the Lifespan,43696,Tracy Hall,Asynchronous Virtual Instr,TBA
Human Development,HD  101 - Introduction to Human Development Across the Lifespan,43697,Sabrina Liu,University Hall 101,Th 2:30PM - 5:20PM
Human Development,HD  101 - Introduction to Human Development Across the Lifespan,43699,Travis Blunt,Soc & Behavioral Sci Bldg 2109,Th 5:30PM - 8:20PM
Human Development,HD  101 - Introduction to Human Development Across the Lifespan,40506,Rafael Hernandez,University Hall 101,Fr 9:30AM - 12:20PM
Human Development,HD  101 - Introduction to Human Development Across the Lifespan,40507,Kelsey Jones,University Hall 101,Mo 10:30AM - 1:20PM
Human Development,HD  101 - Introduction to Human Development Across the Lifespan,43701,Fernando Soriano,Asynchronous Virtual Instr,TBA
Human Development,HD  101 - Introduction to Human Development Across the Lifespan,43702,Fernando Soriano,Asynchronous Virtual Instr,TBA
Human Development,HD  101 - Introduction to Human Development Across the Lifespan,40514,Miguel Guilarte,Asynchronous Virtual Instr,TBA
Human Development,HD  101 - Introduction to Human Development Across the Lifespan,40509,Fernando Soriano,Asynchronous Virtual Instr,TBA
Interdisciplinary Studies,ID  340 - Diversity and Discrimination in the U.S.,44109,Rich Schultz,University Hall 237,Fr 10:30AM - 1:20PM
Kinesiology,KINE  202 - Introduction to Kinesiology,44176,To be Announced,University Hall 237,Mo 9:30AM - 12:20PM
Kinesiology,KINE  202 - Introduction to Kinesiology,44177,To be Announced,University Hall 270,Tu 9:00AM - 11:50AM
Kinesiology,KINE  202 - Introduction to Kinesiology,43072,Matthew Schubert,University Hall 101,MoWe 4:00PM - 5:15PM
Kinesiology,KINE  202 - Introduction to Kinesiology,40449,Megan Paterson,Markstein Hall 102,MoWe 11:30AM - 12:45PM
Kinesiology,KINE  202 - Introduction to Kinesiology,40453,Jessica Rodriguez,Markstein Hall 208,TuTh 2:30PM - 3:45PM
Kinesiology,KINE  202 - Introduction to Kinesiology,40515,Tumay Tunur,Markstein Hall 102,TuTh 9:00AM - 10:15AM
Kinesiology,KINE  202 - Introduction to Kinesiology,40458,Laura Dill,Markstein Hall 102,MoWe 9:30AM - 10:45AM
Kinesiology,KINE  202 - Introduction to Kinesiology,40462,Laura Dill,Markstein Hall 102,TuTh 2:30PM - 3:45PM
Kinesiology,KINE  202 - Introduction to Kinesiology,40519,Tony Ordas,Markstein Hall 208,TuTh 9:00AM - 10:15AM
Kinesiology,KINE  202 - Introduction to Kinesiology,43033,To be Announced,Markstein Hall 102,MoWe 5:30PM - 6:45PM
Kinesiology,KINE  202 - Introduction to Kinesiology,43034,To be Announced,University Hall 257,Mo 2:30PM - 5:20PM
Kinesiology,KINE  202 - Introduction to Kinesiology,43035,To be Announced,University Hall 257,We 2:30PM - 5:20PM
Kinesiology,KINE  202 - Introduction to Kinesiology,43036,To be Announced,University Hall 257,Th 4:00PM - 6:50PM
Kinesiology,KINE  202 - Introduction to Kinesiology,40473,Anthony Pinzone,Markstein Hall 102,MoWe 7:30AM - 8:45AM
Kinesiology,KINE  202 - Introduction to Kinesiology,40477,Sean Newcomer,Markstein Hall 102,TuTh 1:00PM - 2:15PM
Kinesiology,KINE  202 - Introduction to Kinesiology,43037,Anthony Pinzone,Kellogg Library 1106,TuTh 10:30AM - 11:45AM
Kinesiology,KINE  202 - Introduction to Kinesiology,40494,Devin Jindrich,Academic Hall 304,TuTh 1:00PM - 2:15PM
Kinesiology,KINE  202 - Introduction to Kinesiology,40495,Megan Paterson,Extended Learning Building 475,Tu 9:00AM - 11:50AM
Kinesiology,KINE  202 - Introduction to Kinesiology,40496,Jessica Rodriguez,Extended Learning Building 475,We 9:30AM - 12:20PM
Kinesiology,KINE  202 - Introduction to Kinesiology,40497,Megan Paterson,Extended Learning Building 475,Th 9:00AM - 11:50AM
Kinesiology,KINE  202 - Introduction to Kinesiology,43087,Devin Jindrich,Kellogg Library 1111,TuTh 10:30AM - 11:45AM
Kinesiology,KINE  202 - Introduction to Kinesiology,43088,To be Announced,Extended Learning Building 475,Tu 1:00PM - 3:50PM
Kinesiology,KINE  202 - Introduction to Kinesiology,43089,To be Announced,Extended Learning Building 475,We 12:30PM - 3:20PM
Kinesiology,KINE  202 - Introduction to Kinesiology,43090,To be Announced,Extended Learning Building 475,Th 1:00PM - 3:50PM
Kinesiology,KINE  202 - Introduction to Kinesiology,44101,Osmar Pinto Neto,University Hall 237,Fr 7:30AM - 10:20AM
Kinesiology,KINE  202 - Introduction to Kinesiology,40401,Audrey Lee,Markstein Hall 208,TuTh 1:00PM - 2:15PM
Kinesiology,KINE  202 - Introduction to Kinesiology,43055,Audrey Lee,Markstein Hall 102,MoWe 4:00PM - 5:15PM
Kinesiology,KINE  202 - Introduction to Kinesiology,43058,To be Announced,University Hall 260,Th 11:30AM - 2:20PM
Kinesiology,KINE  202 - Introduction to Kinesiology,40389,Deborah Feairheller,Independent Study,TBA
Kinesiology,KINE  202 - Introduction to Kinesiology,40390,Devan Romero,Independent Study,TBA
Kinesiology,KINE  202 - Introduction to Kinesiology,40391,Paul Stuhr,Independent Study,TBA
Kinesiology,KINE  202 - Introduction to Kinesiology,40393,Denis Schulz,Independent Study,TBA
Kinesiology,KINE  202 - Introduction to Kinesiology,40412,Richard Armenta,Independent Study,TBA
Kinesiology,KINE  202 - Introduction to Kinesiology,40363,Sean Newcomer,Independent Study,TBA
Kinesiology,KINE  202 - Introduction to Kinesiology,40364,Deborah Feairheller,Independent Study,TBA
Kinesiology,KINE  202 - Introduction to Kinesiology,40374,Devan Romero,Independent Study,TBA
Kinesiology,KINE  202 - Introduction to Kinesiology,40383,Paul Stuhr,Independent Study,TBA
Kinesiology,KINE  202 - Introduction to Kinesiology,40411,Denis Schulz,Independent Study,TBA
Kinesiology,KINE  202 - Introduction to Kinesiology,40413,Richard Armenta,Independent Study,TBA
Kinesiology,KINE  202 - Introduction to Kinesiology,43107,Brian Green,University Hall 270,Tu 4:00PM - 6:50PM
Kinesiology,KINE  202 - Introduction to Kinesiology,43109,Brian Green,University Hall 240,Th 4:00PM - 6:50PM
Kinesiology,KINE  202 - Introduction to Kinesiology,40273,Richard Armenta,Markstein Hall 310,TuTh 2:30PM - 3:45PM
Kinesiology,KINE  202 - Introduction to Kinesiology,40275,Deborah Feairheller,Independent Study,TBA
Liberal Studies,LBST  100 - An Introduction to Critical Education,43798,Rachael McGlaston Espinoza,Soc & Behavioral Sci Bldg 1111,MoWe 5:30PM - 6:45PM
Liberal Studies,LBST  100 - An Introduction to Critical Education,43800,Rachael McGlaston Espinoza,Soc & Behavioral Sci Bldg 1111,MoWe 5:30PM - 6:45PM
Liberal Studies,LBST  100 - An Introduction to Critical Education,43735,Rachael McGlaston Espinoza,Soc & Behavioral Sci Bldg 1105,We 11:30AM - 2:20PM
Linguistics,LING  300 - Linguistics in the Classroom,40711,Heidi Waltz,Science Hall II 243,We 5:30PM - 8:20PM
Literature & Writing Studies,LTWR  300B - Literary Theory and Criticism II,40727,Natalie Wilson,Soc & Behavioral Sci Bldg 1105,TuTh 9:00AM - 10:15AM
Literature & Writing Studies,LTWR  300B - Literary Theory and Criticism II,40723,Cynthia Headley,Markstein Hall 303,MoWe 2:30PM - 3:45PM
Literature & Writing Studies,LTWR  300B - Literary Theory and Criticism II,42918,Yuan Yuan,Markstein Hall 107,MoWe 4:00PM - 5:15PM
Literature & Writing Studies,LTWR  300B - Literary Theory and Criticism II,40732,Andrew Stewart,Markstein Hall 308,MoWeFr 9:30AM - 10:20AM
Literature & Writing Studies,LTWR  300B - Literary Theory and Criticism II,40725,Francesco Levato,Markstein Hall 303,TuTh 4:00PM - 5:15PM
Literature & Writing Studies,LTWR  300B - Literary Theory and Criticism II,42924,Natalie Wilson,Soc & Behavioral Sci Bldg 1111,TuTh 2:30PM - 3:45PM
Literature & Writing Studies,LTWR  300B - Literary Theory and Criticism II,43992,Sandra Doller,Asynchronous Virtual Instr,TBA
Literature & Writing Studies,LTWR  300B - Literary Theory and Criticism II,42925,Francesco Levato,Markstein Hall 303,Th 5:30PM - 8:20PM
Literature & Writing Studies,LTWR  300B - Literary Theory and Criticism II,40550,Oliver Berghof,Academic Hall 407,Tu 4:00PM - 6:50PM
Literature & Writing Studies,LTWR  300B - Literary Theory and Criticism II,40536,Cynthia Headley,Markstein Hall 303,Mo 4:00PM - 6:50PM
Management,MGMT  302 - Foundations of Organizational Behavior,41800,Luciana Simion,Markstein Hall 125,Mo 6:30PM - 8:20PM
Management,MGMT  302 - Foundations of Organizational Behavior,43940,David Berry,Mt San Jacinto College 219,Fr 12:30PM - 2:20PM
Management,MGMT  302 - Foundations of Organizational Behavior,41752,Kimberly McCarthy,Kellogg Library 5102,MoWe 10:30AM - 12:20PM
Management,MGMT  302 - Foundations of Organizational Behavior,41777,Emily Tarr,Markstein Hall 103,TuTh 1:00PM - 2:50PM
Management,MGMT  302 - Foundations of Organizational Behavior,41758,Vanessa Shum,Markstein Hall 103,MoWe 10:30AM - 12:20PM
Management,MGMT  302 - Foundations of Organizational Behavior,43820,Yasuko Shirakawa,Markstein Hall 105,Tu 7:00PM - 8:50PM
Management,MGMT  302 - Foundations of Organizational Behavior,41754,"Rajnandini (Raj) Pillai,
David Berry",Markstein Hall 125,Tu 10:00AM - 11:50AM
Management,MGMT  302 - Foundations of Organizational Behavior,41756,Jeffrey Kohles,Markstein Hall 105,TuTh 10:00AM - 11:50AM
Management,MGMT  302 - Foundations of Organizational Behavior,41853,Jeffrey Kohles,Markstein Hall 105,TuTh 1:00PM - 2:50PM
Management,MGMT  302 - Foundations of Organizational Behavior,41820,Luciana Simion,Markstein Hall 103,MoWe 2:30PM - 4:20PM
Management,MGMT  302 - Foundations of Organizational Behavior,41821,Mark Monahan,Markstein Hall 105,MoWe 8:30AM - 10:20AM
Management,MGMT  302 - Foundations of Organizational Behavior,43244,"Emily Tarr,
Quynh Pham",Markstein Hall 104,TuTh 5:30PM - 8:15PM
Management,MGMT  302 - Foundations of Organizational Behavior,43331,"To be Announced
To be Announced
Catalin Ratiu","Markstein Hall 104
Markstein Hall 208
Markstein Hall 104","Th 5:30PM - 8:15PM
Tu 5:30PM - 8:15PM
TuTh 5:30PM - 8:15PM"
Management Information Sys,MIS  302 - Foundations of Management Information Systems,41861,Pari Sebt,Markstein Hall 304,Fr 8:30AM - 10:20AM
Management Information Sys,MIS  302 - Foundations of Management Information Systems,43726,To be Announced,Mt San Jacinto College 219,We 4:30PM - 6:20PM
Management Information Sys,MIS  302 - Foundations of Management Information Systems,41843,Fang Fang,Markstein Hall 304,TuTh 10:00AM - 11:50AM
Management Information Sys,MIS  302 - Foundations of Management Information Systems,43079,Yubo Fu,Kellogg Library 5102,MoWe 2:30PM - 4:20PM
Management Information Sys,MIS  302 - Foundations of Management Information Systems,43085,Yubo Fu,Kellogg Library 5102,MoWe 4:30PM - 6:20PM
Marketing,MKTG  302 - Foundations of Marketing,41803,Bernie Mullen,Academic Hall 102,We 6:30PM - 8:20PM
Marketing,MKTG  302 - Foundations of Marketing,41806,Rebeca Perren,Markstein Hall 202,MoWe 12:30PM - 2:20PM
Marketing,MKTG  302 - Foundations of Marketing,42841,Abigail Nappier Cherup,Markstein Hall 202,TuTh 1:00PM - 2:50PM
Marketing,MKTG  302 - Foundations of Marketing,41816,Amber Yoo,Academic Hall 402,TuTh 1:00PM - 2:50PM
Marketing,MKTG  302 - Foundations of Marketing,41763,Luciana Simion,Markstein Hall 105,MoWe 4:30PM - 6:20PM
Marketing,MKTG  302 - Foundations of Marketing,43096,To be Announced,Markstein Hall 306,TuTh 1:00PM - 2:50PM
Marketing,MKTG  302 - Foundations of Marketing,44042,"To be Announced
Madeline Johnson","Asynchronous Virtual Instr
Markstein Hall 306","TBA 
Th 3:00PM - 4:50PM"
Marketing,MKTG  302 - Foundations of Marketing,41812,To be Announced,Kellogg Library 5102,TuTh 5:00PM - 6:50PM
Marketing,MKTG  302 - Foundations of Marketing,41868,Carolina Rodriguez,Markstein Hall 306,Fr 8:30AM - 10:20AM
Marketing,MKTG  302 - Foundations of Marketing,41867,Carolina Rodriguez,Markstein Hall 306,Fr 8:30AM - 10:20AM
Marketing,MKTG  302 - Foundations of Marketing,43329,Marcus Wardley,Markstein Hall 104,TuTh 5:30PM - 8:15PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42884,To be Announced,No In-Class Instruction,TBA
Mathematics,MATH    5 - Recitation for Supported College Algebra,42379,Mary Ann De Guzman,Markstein Hall 106,MoWeFr 9:30AM - 10:20AM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42489,Mary Ann De Guzman,Markstein Hall 106,MoWeFr 10:30AM - 11:20AM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42490,Jayson Wiestling,Markstein Hall 106,MoWeFr 11:30AM - 12:20PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42753,Hanson Smith,Markstein Hall 106,TuTh 9:00AM - 10:15AM
Mathematics,MATH    5 - Recitation for Supported College Algebra,44025,To be Announced,No In-Class Instruction,TBA
Mathematics,MATH    5 - Recitation for Supported College Algebra,40031,"Antonio Rodriguez Ramos
Antonio Rodriguez Ramos","University Hall 271
University Hall 439*","WeFr 10:30AM - 11:20AM
MoWeFr 8:30AM - 9:20AM"
Mathematics,MATH    5 - Recitation for Supported College Algebra,44164,"To be Announced
To be Announced","Academic Hall 209
Kellogg Library 1104","WeFr 9:30AM - 10:20AM
MoWeFr 8:30AM - 9:20AM"
Mathematics,MATH    5 - Recitation for Supported College Algebra,44165,"To be Announced
To be Announced","Academic Hall 209
Kellogg Library 1104","WeFr 10:30AM - 11:20AM
MoWeFr 8:30AM - 9:20AM"
Mathematics,MATH    5 - Recitation for Supported College Algebra,42493,To be Announced,Academic Hall 411A,MoWe 5:30PM - 6:45PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,44163,To be Announced,Markstein Hall 210,TuTh 2:30PM - 3:45PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42380,Fiona Lu,Academic Hall 305,MoWeFr 10:30AM - 11:20AM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42381,Fiona Lu,Academic Hall 406,Fr 8:30AM - 9:20AM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42383,Nicholas Hollander,Academic Hall 305,MoWe 4:00PM - 5:15PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42384,Nicholas Hollander,Academic Hall 406,We 1:30PM - 2:20PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42385,Nicholas Hollander,Academic Hall 406,We 2:30PM - 3:20PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42386,Jason Martin,Academic Hall 305,MoWe 5:30PM - 6:45PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42387,Jason Martin,Academic Hall 406,We 3:30PM - 4:20PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42389,Min Young Hong,Academic Hall 305,TuTh 9:00AM - 10:15AM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42390,Min Young Hong,Academic Hall 406,Tu 11:00AM - 11:50AM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42391,Min Young Hong,Academic Hall 406,Tu 1:00PM - 1:50PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42522,To be Announced,Academic Hall 305,TuTh 10:30AM - 11:45AM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42523,To be Announced,Academic Hall 406,Tu 8:00AM - 8:50AM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42544,To be Announced,Academic Hall 406,Tu 9:00AM - 9:50AM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42545,Bhavisha Talsania,Academic Hall 305,TuTh 2:30PM - 3:45PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42547,Bhavisha Talsania,Academic Hall 406,Tu 5:00PM - 5:50PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42575,Min Young Hong,Academic Hall 305,TuTh 4:00PM - 5:15PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42576,Min Young Hong,Academic Hall 406,Tu 2:00PM - 2:50PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42577,Min Young Hong,Academic Hall 406,Tu 3:00PM - 3:50PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42757,Alicia Pena,Academic Hall 305,TuTh 5:30PM - 6:45PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42758,Alicia Pena,Academic Hall 406,Th 3:00PM - 3:50PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42584,Hien Nguyen,Academic Hall 319,MoWe 4:00PM - 5:15PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42743,Jayson Wiestling,Academic Hall 319,TuTh 7:30AM - 8:45AM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42744,Eunjee Shin,Academic Hall 319,TuTh 9:00AM - 10:15AM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42748,To be Announced,Academic Hall 319,TuTh 4:00PM - 5:15PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42749,Min Young Hong,Academic Hall 319,TuTh 5:30PM - 6:45PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42962,Iryna Razhkova,University Hall 439,TuTh 1:00PM - 2:15PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42966,Iryna Razhkova,University Hall 439,TuTh 2:30PM - 3:45PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42373,Heydar Zahedani,Academic Hall 305,MoWeFr 9:30AM - 10:20AM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42375,Heydar Zahedani,Academic Hall 406,Fr 10:30AM - 12:20PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42376,Heydar Zahedani,Academic Hall 406,Fr 12:30PM - 2:20PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42767,To be Announced,Academic Hall 406,We 10:30AM - 12:20PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42992,To be Announced,Academic Hall 406,Th 10:00AM - 11:50AM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42549,Fazel Hadadifard,Academic Hall 404,Mo 8:30AM - 10:20AM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42564,Fazel Hadadifard,Academic Hall 404,We 8:30AM - 10:20AM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42550,Mary Ann De Guzman,Academic Hall 404,Mo 4:30PM - 6:20PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42563,Mary Ann De Guzman,Academic Hall 404,We 4:30PM - 6:20PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42442,Jason Swalwell,Academic Hall 404,Tu 8:00AM - 9:50AM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42443,Jason Swalwell,Academic Hall 404,Th 8:00AM - 9:50AM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42954,Shahed Sharif,Commons 206,TuTh 2:30PM - 3:45PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42392,Shelly Ruderman,Academic Hall 319,MoWe 5:30PM - 6:45PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42366,Karen Kinnison,Markstein Hall 210,TuTh 9:00AM - 10:15AM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42370,Karen Kinnison,Markstein Hall 210,TuTh 10:30AM - 11:45AM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42974,Joshua Lovelace,Markstein Hall 210,MoWe 5:30PM - 6:45PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42764,Sixian Jin,Academic Hall 404,Tu 3:00PM - 4:50PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42752,Jason Swalwell,Markstein Hall 106,MoWeFr 1:30PM - 2:20PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42367,Andre Kundgen,Markstein Hall 106,MoWe 5:30PM - 6:45PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42731,David Chien,Markstein Hall 210,TuTh 1:00PM - 2:15PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,44038,Shahed Sharif,University Hall 439,TuTh 5:30PM - 6:45PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42552,Kimberly Ayers,Markstein Hall 106,TuTh 2:30PM - 3:45PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42394,Kimberly Ayers,Markstein Hall 106,TuTh 1:00PM - 2:15PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42395,Mike Picollelli,Commons 206,MoWe 4:00PM - 5:15PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42445,Olaf Hansen,Commons 206,TuTh 10:30AM - 11:45AM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42958,David Chien,Academic Hall 411A,TuTh 10:30AM - 11:45AM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42952,Olaf Hansen,Commons 206,TuTh 9:00AM - 10:15AM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42396,Hanson Smith,Commons 206,TuTh 4:00PM - 5:15PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42950,Andre Kundgen,Commons 206,MoWe 2:30PM - 3:45PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42805,Andre Kundgen,No In-Class Instruction,TBA
Mathematics,MATH    5 - Recitation for Supported College Algebra,42955,Hanson Smith,Commons 206,TuTh 5:30PM - 6:45PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42951,Amber Puha,Commons 206,MoWe 5:30PM - 6:45PM
Mathematics,MATH    5 - Recitation for Supported College Algebra,42095,To be Announced,Independent Study,TBA
Mathematics,MATH    5 - Recitation for Supported College Algebra,42093,Shahed Sharif,Independent Study,TBA
Mathematics,MATH    5 - Recitation for Supported College Algebra,42097,To be Announced,No In-Class Instruction,TBA
Mathematics,MATH    5 - Recitation for Supported College Algebra,42103,To be Announced,No In-Class Instruction,TBA
Media Studies,MDIA  301 - Media Theory,40735,Joonseong Lee,Academic Hall 408,MoWe 5:30PM - 6:45PM
Media Studies,MDIA  301 - Media Theory,41592,Matthew Dewey,Kellogg Library 1111,TuTh 5:30PM - 6:45PM
Media Studies,MDIA  301 - Media Theory,40736,Cecilia Uy-Tioco,University Hall 443,We 4:00PM - 6:50PM
Media Studies,MDIA  301 - Media Theory,41496,Joonseong Lee,Academic Hall 411A,Mo 7:00PM - 9:50PM
Media Studies,MDIA  301 - Media Theory,43711,Cecilia Uy-Tioco,Academic Hall 301,Tu 2:30PM - 5:20PM
Media Studies,MDIA  301 - Media Theory,44035,Christopher Bell,Asynchronous Virtual Instr,TBA
Media Studies,MDIA  301 - Media Theory,41529,Andrew Spieldenner,University Hall 443,TuTh 2:30PM - 3:45PM
Media Studies,MDIA  301 - Media Theory,41500,Matthew Dewey,Academic Hall 301,Th 2:30PM - 5:20PM
Military Science,MILS   96 - Military Science Leadership Lab,41818,Mitchell Curtis,OFF CAMPUS,Th 6:30AM - 9:30AM
Military Science,MILS   96 - Military Science Leadership Lab,41772,Mitchell Curtis,Markstein Hall 307,Tu 6:30AM - 8:50AM
Military Science,MILS   96 - Military Science Leadership Lab,41773,Mitchell Curtis,University Hall 271,We 4:00PM - 6:50PM
Military Science,MILS   96 - Military Science Leadership Lab,41774,Mitchell Curtis,Markstein Hall 309,Tu 6:30AM - 8:50AM
