Major,Class Name,Class Code,Instructor,Location,Days & Times
Economics,ECON  201 - Principles of Microeconomics,41426,Kaitlyn Woltz,Academic Hall 405,Tu 1:00PM - 3:50PM
Economics,ECON  201 - Principles of Microeconomics,41427,Kaitlyn Woltz,Academic Hall 209,Th 2:00PM - 3:50PM
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,40210,To be Announced,Clinical Site,TBA
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,40221,To be Announced,Clinical Site,TBA
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,40222,To be Announced,Clinical Site,TBA
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,40223,To be Announced,Clinical Site,TBA
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,40224,To be Announced,Clinical Site,TBA
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,40225,To be Announced,Clinical Site,TBA
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,40183,To be Announced,Clinical Site,TBA
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,40184,To be Announced,Clinical Site,TBA
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,40185,To be Announced,Clinical Site,TBA
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,40186,To be Announced,Clinical Site,TBA
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,40187,To be Announced,Clinical Site,TBA
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,40188,To be Announced,Clinical Site,TBA
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,40189,To be Announced,Clinical Site,TBA
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,40190,To be Announced,Clinical Site,TBA
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,40191,To be Announced,Clinical Site,TBA
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,40192,To be Announced,Clinical Site,TBA
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,40261,To be Announced,Clinical Site,TBA
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,40305,To be Announced,Clinical Site,TBA
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,43950,To be Announced,Clinical Site,TBA
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,43951,To be Announced,Clinical Site,TBA
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,43952,To be Announced,Clinical Site,TBA
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,43953,To be Announced,Clinical Site,TBA
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,40207,Shannon McAndrews,Synchronous Virtual Instr,Th 5:00PM - 6:50PM
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,40259,Jodi Robledo,University Hall 444,We 5:30PM - 8:20PM
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,40260,Shannon McAndrews,Asynchronous Virtual Instr,TBA
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,40208,Jodi Robledo,University Hall 444,Mo 5:30PM - 8:20PM
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,40160,To be Announced,Clinical Site,TBA
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,40193,To be Announced,Clinical Site,TBA
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,40194,To be Announced,Clinical Site,TBA
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,40195,To be Announced,Clinical Site,TBA
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,40330,To be Announced,Clinical Site,TBA
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,40331,To be Announced,Clinical Site,TBA
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,40332,To be Announced,Clinical Site,TBA
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,40161,To be Announced,Clinical Site,TBA
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,40196,To be Announced,Clinical Site,TBA
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,40262,To be Announced,Clinical Site,TBA
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,40304,To be Announced,Clinical Site,TBA
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,40263,To be Announced,Clinical Site,TBA
Educ Mult Subj Except Learners,EDMX  570 - Education Specialist - Clinical Practice in Elementary and Special Settings,40316,To be Announced,Clinical Site,TBA
Education,EDUC  350 - Foundations of Teaching as a Profession,40333,"To be Announced
Sean Nank","Asynchronous Virtual Instr
Synchronous Virtual Instr","TBA 
Mo 5:30PM - 8:20PM"
Education,EDUC  350 - Foundations of Teaching as a Profession,40334,"To be Announced
Paula Hewett","Asynchronous Virtual Instr
Markstein Hall 208","TBA 
Tu 10:30AM - 11:45AM"
Education,EDUC  350 - Foundations of Teaching as a Profession,43183,"To be Announced
Paula Hewett","Asynchronous Virtual Instr
Synchronous Virtual Instr","TBA 
We 5:30PM - 8:20PM"
Education,EDUC  350 - Foundations of Teaching as a Profession,43603,Laurie Stowell,Asynchronous Virtual Instr,TBA
Education,EDUC  350 - Foundations of Teaching as a Profession,40397,Suzi Van Steenbergen,Markstein Hall 310,Mo 5:30PM - 8:20PM
Education,EDUC  350 - Foundations of Teaching as a Profession,43602,Grace McField,Synchronous Virtual Instr,Th 5:30PM - 8:20PM
Education,EDUC  350 - Foundations of Teaching as a Profession,40376,Rania Saeb,Asynchronous Virtual Instr,TBA
Education,EDUC  350 - Foundations of Teaching as a Profession,40356,Jon Centofranchi,Synchronous Virtual Instr,TuTh 2:30PM - 3:45PM
Education,EDUC  350 - Foundations of Teaching as a Profession,40373,"To be Announced
Sean Nank","Asynchronous Virtual Instr
Markstein Hall 208","TBA 
TuTh 4:00PM - 5:15PM"
Education,EDUC  350 - Foundations of Teaching as a Profession,43241,Jon Centofranchi,Markstein Hall 208,MoWe 9:00AM - 10:15AM
Education,EDUC  350 - Foundations of Teaching as a Profession,40335,"To be Announced
Rong-Ji Chen","Asynchronous Virtual Instr
University Hall 273","TBA 
Tu 9:00AM - 11:50AM"
Education,EDUC  350 - Foundations of Teaching as a Profession,40408,"To be Announced
Christine Dixon","Asynchronous Virtual Instr
University Hall 273","TBA 
Fr 9:30AM - 12:20PM"
Education,EDUC  350 - Foundations of Teaching as a Profession,40491,"To be Announced
Christine Dixon","Asynchronous Virtual Instr
University Hall 273","TBA 
Fr 2:30PM - 5:20PM"
Education,EDUC  350 - Foundations of Teaching as a Profession,40256,Jon Centofranchi,Asynchronous Virtual Instr,TBA
Education,EDUC  350 - Foundations of Teaching as a Profession,40257,Jon Centofranchi,Asynchronous Virtual Instr,TBA
Education,EDUC  350 - Foundations of Teaching as a Profession,43777,Suzi Van Steenbergen,Asynchronous Virtual Instr,TBA
Education,EDUC  350 - Foundations of Teaching as a Profession,43779,Suzi Van Steenbergen,Asynchronous Virtual Instr,TBA
Education,EDUC  350 - Foundations of Teaching as a Profession,43781,Suzi Van Steenbergen,Asynchronous Virtual Instr,TBA
Education,EDUC  350 - Foundations of Teaching as a Profession,40209,"Xochitl Archey
Xochitl Archey","Asynchronous Virtual Instr
Synchronous Virtual Instr","TBA 
Th 7:00PM - 9:50PM"
Education,EDUC  350 - Foundations of Teaching as a Profession,40249,Anne Schwartz,Asynchronous Virtual Instr,TBA
Education,EDUC  350 - Foundations of Teaching as a Profession,40246,"Anthony Matranga
Anthony Matranga","Asynchronous Virtual Instr
Synchronous Virtual Instr","TBA 
Tu 4:00PM - 6:50PM"
Education,EDUC  350 - Foundations of Teaching as a Profession,40250,"Joni Kolman
Joni Kolman","Asynchronous Virtual Instr
Synchronous Virtual Instr","TBA 
Th 4:00PM - 6:50PM"
Education,EDUC  350 - Foundations of Teaching as a Profession,43928,Rebecca Brooks,Synchronous Virtual Instr,We 5:30PM - 8:20PM
Education,EDUC  350 - Foundations of Teaching as a Profession,40247,"Ana Hernandez
Ana Hernandez","Asynchronous Virtual Instr
Synchronous Virtual Instr","TBA 
Tu 5:30PM - 8:20PM"
Education,EDUC  350 - Foundations of Teaching as a Profession,40264,"Annette Daoud
Annette Daoud","Asynchronous Virtual Instr
Synchronous Virtual Instr","TBA 
We 5:30PM - 8:20PM"
Education,EDUC  350 - Foundations of Teaching as a Profession,40230,Ana Hernandez,Synchronous Virtual Instr,Mo 5:30PM - 8:20PM
Education,EDUC  350 - Foundations of Teaching as a Profession,40235,Ana Hernandez,Synchronous Virtual Instr,We 5:30PM - 8:20PM
Education,EDUC  350 - Foundations of Teaching as a Profession,40227,Elizabeth Garza,Asynchronous Virtual Instr,TBA
Education,EDUC  350 - Foundations of Teaching as a Profession,40228,To be Announced,Asynchronous Virtual Instr,TBA
Education,EDUC  350 - Foundations of Teaching as a Profession,40317,To be Announced,Asynchronous Virtual Instr,TBA
Education,EDUC  350 - Foundations of Teaching as a Profession,40318,Ana Hernandez,Asynchronous Virtual Instr,TBA
Education,EDUC  350 - Foundations of Teaching as a Profession,40319,Annette Daoud,Asynchronous Virtual Instr,TBA
Education,EDUC  350 - Foundations of Teaching as a Profession,43929,Xochitl Archey,Asynchronous Virtual Instr,TBA
Education,EDUC  350 - Foundations of Teaching as a Profession,43930,Elsie Solis,Asynchronous Virtual Instr,TBA
Education Math and Science,"EDST  450 - Undergraduate Mathematics and Science Teaching and Learning, Theory and Practice",40493,Debbie DeRoma,Markstein Hall 208,Tu 5:30PM - 6:20PM
Education Middle Level,EDMI  521 - Middle Level Literacy I,40310,"To be Announced
To be Announced","Asynchronous Virtual Instr
Synchronous Virtual Instr","TBA 
Mo 4:00PM - 7:50PM"
Education Middle Level,EDMI  521 - Middle Level Literacy I,40313,To be Announced,Clinical Site,TBA
Education Middle Level,EDMI  521 - Middle Level Literacy I,40265,To be Announced,Clinical Site,TBA
Education Middle Level,EDMI  521 - Middle Level Literacy I,40266,To be Announced,Clinical Site,TBA
Education Middle Level,EDMI  521 - Middle Level Literacy I,40267,To be Announced,Clinical Site,TBA
Education Middle Level,EDMI  521 - Middle Level Literacy I,40268,To be Announced,Clinical Site,TBA
Education Middle Level,EDMI  521 - Middle Level Literacy I,40269,To be Announced,Clinical Site,TBA
Education Middle Level,EDMI  521 - Middle Level Literacy I,40270,To be Announced,Clinical Site,TBA
Education Middle Level,EDMI  521 - Middle Level Literacy I,40271,To be Announced,Clinical Site,TBA
Education Middle Level,EDMI  521 - Middle Level Literacy I,43954,To be Announced,Clinical Site,TBA
Education Middle Level,EDMI  521 - Middle Level Literacy I,40274,To be Announced,Clinical Site,TBA
Education Middle Level,EDMI  521 - Middle Level Literacy I,40276,To be Announced,Clinical Site,TBA
Education Middle Level,EDMI  521 - Middle Level Literacy I,40272,To be Announced,Clinical Site,TBA
Education Middle Level,EDMI  521 - Middle Level Literacy I,40279,To be Announced,Clinical Site,TBA
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40239,Julie Harris Neiger,University Hall 444,Tu 9:00AM - 11:50AM
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40240,Julie Harris Neiger,University Hall 444,Mo 1:00PM - 3:50PM
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40251,Cassiopeia Guthrie,Mt San Jacinto College 219,Mo 9:00AM - 11:50AM
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40241,Elizabeth Garza,Synchronous Virtual Instr,Mo 1:00PM - 3:50PM
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40242,Elizabeth Garza,Synchronous Virtual Instr,Tu 9:00AM - 11:50AM
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40252,Christiane Wood,Synchronous Virtual Instr,Tu 1:00PM - 3:50PM
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40243,Rong-Ji Chen,University Hall 444,Tu 1:00PM - 3:50PM
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40244,Rong-Ji Chen,University Hall 444,Mo 9:00AM - 11:50AM
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40248,Tammy Foster,Mt San Jacinto College 219,Mo 1:00PM - 3:50PM
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40245,Elsie Solis,Synchronous Virtual Instr,Mo 9:00AM - 11:50AM
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40253,Suzi Van Steenbergen,Synchronous Virtual Instr,Tu 1:00PM - 3:50PM
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40288,Suzi Van Steenbergen,Synchronous Virtual Instr,Tu 9:00AM - 11:50AM
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40162,To be Announced,Clinical Site,TBA
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40163,To be Announced,Clinical Site,TBA
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40164,To be Announced,Clinical Site,TBA
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40165,To be Announced,Clinical Site,TBA
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40166,To be Announced,Clinical Site,TBA
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40167,To be Announced,Clinical Site,TBA
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40168,To be Announced,Clinical Site,TBA
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40169,To be Announced,Clinical Site,TBA
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40170,To be Announced,Clinical Site,TBA
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40171,To be Announced,Clinical Site,TBA
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40172,To be Announced,Clinical Site,TBA
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40173,To be Announced,Clinical Site,TBA
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40174,To be Announced,Clinical Site,TBA
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40175,To be Announced,Clinical Site,TBA
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40176,To be Announced,Clinical Site,TBA
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40177,To be Announced,Clinical Site,TBA
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,44140,To be Announced,Clinical Site,TBA
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,44141,To be Announced,Clinical Site,TBA
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,44142,To be Announced,Clinical Site,TBA
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,44143,To be Announced,Clinical Site,TBA
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40178,To be Announced,Clinical Site,TBA
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40179,To be Announced,Clinical Site,TBA
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40180,To be Announced,Clinical Site,TBA
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40181,To be Announced,Clinical Site,TBA
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40182,To be Announced,Clinical Site,TBA
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40236,To be Announced,Clinical Site,TBA
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40237,To be Announced,Clinical Site,TBA
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40238,To be Announced,Clinical Site,TBA
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40258,To be Announced,Clinical Site,TBA
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40299,To be Announced,Clinical Site,TBA
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40300,To be Announced,Clinical Site,TBA
Education Multiple Subject,EDMS  511 - Elementary Teaching and Learning I,40308,To be Announced,Clinical Site,TBA
Education Single Subject,EDSS  511 - Secondary Teaching and Learning,40211,"To be Announced
Cassiopeia Guthrie","Asynchronous Virtual Instr
University Hall 440","TBA 
Mo 11:30AM - 2:20PM"
Education Single Subject,EDSS  511 - Secondary Teaching and Learning,40212,"To be Announced
Cassiopeia Guthrie","Asynchronous Virtual Instr
Markstein Hall 310","TBA 
Mo 7:30AM - 10:20AM"
Education Single Subject,EDSS  511 - Secondary Teaching and Learning,40213,"To be Announced
Erika Daniels","Asynchronous Virtual Instr
University Hall 440","TBA 
Mo 7:30AM - 10:20AM"
Education Single Subject,EDSS  511 - Secondary Teaching and Learning,40214,"To be Announced
Erika Daniels","Asynchronous Virtual Instr
Markstein Hall 310","TBA 
Mo 2:30PM - 5:20PM"
Education Single Subject,EDSS  511 - Secondary Teaching and Learning,40217,"To be Announced
Anthony Matranga","Asynchronous Virtual Instr
University Hall 444","TBA 
Th 5:00PM - 6:50PM"
Education Single Subject,EDSS  511 - Secondary Teaching and Learning,40218,"To be Announced
Erica Glennon","Asynchronous Virtual Instr
University Hall 440","TBA 
Tu 7:00PM - 8:50PM"
Education Single Subject,EDSS  511 - Secondary Teaching and Learning,40219,"To be Announced
Paula Hewett","Asynchronous Virtual Instr
University Hall 444","TBA 
Th 7:00PM - 8:50PM"
Education Single Subject,EDSS  511 - Secondary Teaching and Learning,40220,"To be Announced
Laura Whitten","Asynchronous Virtual Instr
University Hall 440","TBA 
Tu 5:00PM - 6:50PM"
Education Single Subject,EDSS  511 - Secondary Teaching and Learning,40231,"To be Announced
Steven Bruecker","Asynchronous Virtual Instr
Clarke 135 - Fitness Center","TBA 
Tu 4:00PM - 5:50PM"
Education Single Subject,EDSS  511 - Secondary Teaching and Learning,40215,"To be Announced
Annette Daoud","Asynchronous Virtual Instr
University Hall 440","TBA 
Mo 2:30PM - 5:20PM"
Education Single Subject,EDSS  511 - Secondary Teaching and Learning,40216,"To be Announced
Annette Daoud","Asynchronous Virtual Instr
Markstein Hall 310","TBA 
Mo 11:30AM - 2:20PM"
Education Single Subject,EDSS  511 - Secondary Teaching and Learning,40197,To be Announced,Clinical Site,TBA
Education Single Subject,EDSS  511 - Secondary Teaching and Learning,40198,To be Announced,Clinical Site,TBA
Education Single Subject,EDSS  511 - Secondary Teaching and Learning,40199,To be Announced,Clinical Site,TBA
Education Single Subject,EDSS  511 - Secondary Teaching and Learning,40200,To be Announced,Clinical Site,TBA
Education Single Subject,EDSS  511 - Secondary Teaching and Learning,40201,To be Announced,Clinical Site,TBA
Education Single Subject,EDSS  511 - Secondary Teaching and Learning,40202,To be Announced,Clinical Site,TBA
Education Single Subject,EDSS  511 - Secondary Teaching and Learning,40203,To be Announced,Clinical Site,TBA
Education Single Subject,EDSS  511 - Secondary Teaching and Learning,40204,To be Announced,Clinical Site,TBA
Education Single Subject,EDSS  511 - Secondary Teaching and Learning,40205,To be Announced,Clinical Site,TBA
Education Single Subject,EDSS  511 - Secondary Teaching and Learning,40206,To be Announced,Clinical Site,TBA
Education Single Subject,EDSS  511 - Secondary Teaching and Learning,40301,To be Announced,Clinical Site,TBA
Education Single Subject,EDSS  511 - Secondary Teaching and Learning,44144,To be Announced,Clinical Site,TBA
Education Single Subject,EDSS  511 - Secondary Teaching and Learning,44145,To be Announced,Clinical Site,TBA
Education Single Subject,EDSS  511 - Secondary Teaching and Learning,44146,To be Announced,Clinical Site,TBA
Education Single Subject,EDSS  511 - Secondary Teaching and Learning,44147,To be Announced,Clinical Site,TBA
Education Single Subject,EDSS  511 - Secondary Teaching and Learning,44148,To be Announced,Clinical Site,TBA
Education Single Subject,EDSS  511 - Secondary Teaching and Learning,44149,To be Announced,Clinical Site,TBA
Education Single Subject,EDSS  511 - Secondary Teaching and Learning,40226,To be Announced,Clinical Site,TBA
Education Single Subject,EDSS  511 - Secondary Teaching and Learning,40278,To be Announced,Clinical Site,TBA
Education Single Subject,EDSS  511 - Secondary Teaching and Learning,40314,To be Announced,Clinical Site,TBA
Education Single Subject,EDSS  511 - Secondary Teaching and Learning,40315,To be Announced,Clinical Site,TBA
Education Single Subject,EDSS  511 - Secondary Teaching and Learning,40302,"Cassiopeia Guthrie
Cassiopeia Guthrie
Cassiopeia Guthrie
Cassiopeia Guthrie","Asynchronous Virtual Instr
University Hall 444
University Hall 444
University Hall 444","TBA 
Fr 10:30AM - 11:20AM
Fr 10:30AM - 11:20AM
Fr 10:30AM - 11:20AM"
Education Single Subject,EDSS  511 - Secondary Teaching and Learning,40303,"Cassiopeia Guthrie
Cassiopeia Guthrie
Cassiopeia Guthrie
Cassiopeia Guthrie","Asynchronous Virtual Instr
University Hall 444
University Hall 444
University Hall 444","TBA 
Fr 7:30AM - 8:20AM
Fr 7:30AM - 8:20AM
Fr 7:30AM - 8:20AM"
Educational Leadership,EDLD  720 - Leadership for Organizational Change,40229,Manuel Vargas,University Hall 444,Sa 9:00AM - 4:00PM
Educational Leadership,EDLD  720 - Leadership for Organizational Change,40232,Audrey Paredes,University Hall 444,Tu 6:00PM - 9:50PM
Educational Leadership,EDLD  720 - Leadership for Organizational Change,40233,"Manuel Vargas
Manuel Vargas","University Hall 441
University Hall 441","Sa 9:00AM - 4:00PM
Tu 6:00PM - 8:50PM"
Electrical Engineering,EE  110 - Electrical Engineering Clinic I,42565,Louis Rey,Viasat Engineering Pav 5109,Fr 4:00PM - 6:50PM
Electrical Engineering,EE  110 - Electrical Engineering Clinic I,42956,Louis Rey,Viasat Engineering Pav 5109,We 4:00PM - 6:50PM
Electrical Engineering,EE  110 - Electrical Engineering Clinic I,42689,Clifton Phillips,Viasat Engineering Pav 5109,Fr 9:30AM - 12:20PM
Electrical Engineering,EE  110 - Electrical Engineering Clinic I,42690,Clifton Phillips,Viasat Engineering Pav 5109,Fr 1:00PM - 3:50PM
Electrical Engineering,EE  110 - Electrical Engineering Clinic I,42737,Azadeh Zekri Esfahani,Viasat Engineering Pav 5109,Mo 4:00PM - 6:50PM
Electrical Engineering,EE  110 - Electrical Engineering Clinic I,42477,Claudia Torres Garibay,Academic Hall 405,Th 4:00PM - 5:50PM
Electrical Engineering,EE  110 - Electrical Engineering Clinic I,42478,Claudia Torres Garibay,Viasat Engineering Pav 5105,Tu 3:00PM - 5:50PM
Electrical Engineering,EE  110 - Electrical Engineering Clinic I,42691,Justin Morris,Markstein Hall 211,MoWeFr 9:30AM - 10:20AM
Electrical Engineering,EE  110 - Electrical Engineering Clinic I,42692,To be Announced,Viasat Engineering Pav 5105,We 4:30PM - 7:20PM
Electrical Engineering,EE  110 - Electrical Engineering Clinic I,42963,To be Announced,Viasat Engineering Pav 5105,Th 4:00PM - 6:50PM
Electrical Engineering,EE  110 - Electrical Engineering Clinic I,42693,Soudeh Khoubrouy,University Hall 271,TuTh 2:30PM - 3:45PM
Electrical Engineering,EE  110 - Electrical Engineering Clinic I,42514,Hamed Nademi,Viasat Engineering Pav 5109,Tu 8:00AM - 9:50AM
Electrical Engineering,EE  110 - Electrical Engineering Clinic I,42517,Hamed Nademi,Viasat Engineering Pav 5109,Th 8:00AM - 10:50AM
Electrical Engineering,EE  110 - Electrical Engineering Clinic I,42694,Mark Oberman,Science Hall II 251,Mo 1:00PM - 3:50PM
Electrical Engineering,EE  110 - Electrical Engineering Clinic I,42695,Mark Oberman,Science Hall II 251,We 1:00PM - 3:50PM
Electrical Engineering,EE  110 - Electrical Engineering Clinic I,42985,To be Announced,Science Hall II 243,Mo 9:30AM - 12:20PM
Electrical Engineering,EE  110 - Electrical Engineering Clinic I,42987,Jerald Pinter,Viasat Engineering Pav 5109,Th 1:00PM - 3:50PM
Electrical Engineering,EE  110 - Electrical Engineering Clinic I,42697,"Hamed Nademi
Hamed Nademi","Asynchronous Virtual Instr
Synchronous Virtual Instr","TBA 
Mo 5:30PM - 6:20PM"
Electrical Engineering,EE  110 - Electrical Engineering Clinic I,42988,Reza Kamali,Independent Study,TBA
Entrepreneurship,ENTR  321 - New Venture Creation,43817,William Byun,Markstein Hall 105,Fr 8:30AM - 12:20PM
Environmental Studies,"ENVS  301 - Place, Power, and the Environment",40611,Anne Dabb,Soc & Behavioral Sci Bldg 2111,Mo 5:30PM - 8:20PM
Environmental Studies,"ENVS  301 - Place, Power, and the Environment",43838,Shannon Swanson,Soc & Behavioral Sci Bldg 1102,TuTh 2:30PM - 3:45PM
Environmental Studies,"ENVS  301 - Place, Power, and the Environment",41677,Gabriel Valle,Soc & Behavioral Sci Bldg1108G,Fr 11:30AM - 2:20PM
Ethnic Studies,ETST  101 - Introduction to Ethnic Studies,44169,Jason Perez,University Hall 439,MoWe 4:00PM - 5:15PM
Finance,FIN  302 - Foundations of Finance,41739,To be Announced,Markstein Hall 125,Tu 1:00PM - 2:50PM
Finance,FIN  302 - Foundations of Finance,42837,Jedediah Baker,Arts Building 240,We 7:30PM - 9:20PM
Finance,FIN  302 - Foundations of Finance,43944,William Byun,Mt San Jacinto College 219,Th 1:00PM - 2:50PM
Finance,FIN  302 - Foundations of Finance,41745,Qi Sun,Markstein Hall 101,TuTh 8:00AM - 9:50AM
Finance,FIN  302 - Foundations of Finance,43943,To be Announced,Mt San Jacinto College 219,TuTh 10:00AM - 11:50AM
Finance,FIN  302 - Foundations of Finance,43994,To be Announced,Kellogg Library 5102,TuTh 8:00AM - 9:50AM
Finance,FIN  302 - Foundations of Finance,41744,Emily Kim,Markstein Hall 104,TuTh 3:00PM - 4:50PM
Finance,FIN  302 - Foundations of Finance,43328,Dongnyoung Kim,Markstein Hall 104,We 5:30PM - 8:15PM
French,FREN  312 - French Composition and Advanced Oral Practice,43974,Carol Cujec,Markstein Hall 209,MoWeFr 11:30AM - 12:20PM
GE Science,"GES  101 - Matter, Molecules, and the Environment (Physical Science)",42989,To be Announced,Science Hall II 242,TuTh 2:30PM - 3:45PM
GE Science,"GES  101 - Matter, Molecules, and the Environment (Physical Science)",42360,"Chong Kim,
Leila Abrous-Sasanka",Arts Building 240,TuTh 9:00AM - 10:15AM
GE Writing,GEW  101A - Writing as Critical Inquiry,41618,Rebecca Sterling,Markstein Hall 201,TuTh 5:00PM - 6:50PM
GE Writing,GEW  101A - Writing as Critical Inquiry,41081,Amelia Brown,Markstein Hall 303,MoWeFr 7:30AM - 8:20AM
GE Writing,GEW  101A - Writing as Critical Inquiry,41064,Sean Wilkinson,Markstein Hall 303,TuTh 10:30AM - 11:45AM
Geography,GEOG  201 - World Regional Geography,41173,David Lulka,Soc & Behavioral Sci Bldg 1105,MoWe 5:30PM - 6:45PM
